Code,GCD,PLD,LCD,PLD-a,PLD-b,PLD-c,LCD-a,LCD-b,LCD-c,Unitcell_volume,Density,AV_A^3,AV_Volume_fraction,AV_cm^3/g,NAV_A^3,NAV_Volume_fraction,NAV_cm^3/g,Number of channels,Min dimension of channel,Max dimension of channel,ASA_A^2,ASA_m^2/cm^3,ASA_m^2/g,NASA_A^2,NASA_m^2/cm^3,NASA_m^2/g,Minimum Z,Maximum Z,Range Z,Mean Z,Std_dev Z,Minimum van_der_waals_radius,Maximum van_der_waals_radius,Range van_der_waals_radius,Mean van_der_waals_radius,Std_dev van_der_waals_radius,Minimum mendeleev_no,Maximum mendeleev_no,Range mendeleev_no,Mean mendeleev_no,Std_dev mendeleev_no,Minimum molar_volume,Maximum molar_volume,Range molar_volume,Mean molar_volume,Std_dev molar_volume,Minimum thermal_conductivity,Maximum thermal_conductivity,Range thermal_conductivity,Mean thermal_conductivity,Std_dev thermal_conductivity,Minimum boiling_point,Maximum boiling_point,Range boiling_point,Mean boiling_point,Std_dev boiling_point,Minimum melting_point,Maximum melting_point,Range melting_point,Mean melting_point,Std_dev melting_point,Minimum liquid_Range,Maximum liquid_Range,Range liquid_range,Mean liquid_range,Std_dev liquid_range,Ring topology size-3,Ring topology size-4,Ring topology size-5,Ring topology size-6,Ring topology size-7,Ring topology size-8,Ring topology size-9,Ring topology size-10,Ring topology size-11,Ring topology size-12,Ring topology size-13,Ring topology size-14,Ring topology size-15,Ring topology size-16,Ring topology size-17,Ring topology size-18,Ring topology size-19,Ring topology size-20,Ring topology size-21,Ring topology size-22,Ring topology size-23,Ring topology size-24,Ring topology size-25,Ring topology size-26,Ring topology size-27,Ring topology size-28,Ring topology size-29,Ring topology size-30,Cluster
303,6.65297,5.38315,6.65297,5.38315,3.20255,2.4356,6.65297,6.65297,6.39998,793.734,1.50839,137.078,0.1727,0.114493,0,0,0,1,2,2,171.923,2166,1435.97,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.133333333,0.533333333,0.266666667,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
304,5.44753,4.45636,5.44753,4.45636,3.49997,3.37997,5.44753,5.43396,5.44753,560.582,1.41402,82.4616,0.1471,0.10403,0,0,0,1,3,3,143.715,2563.67,1813.04,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.388888889,0,0.222222222,0,0.111111111,0,0.222222222,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305,10.63251,9.20707,10.63251,9.20707,9.20707,2.30377,10.63251,10.50645,10.08333,4059.93,1.17236,1475.79,0.3635,0.310058,0,0,0,1,2,2,661.85,1630.2,1390.52,0.356115,0.877145,0.748186,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.037037037,0.172839506,0.271604938,0.209876543,0.222222222,0.086419753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
306,8.9925,6.69768,8.9925,6.69768,2.04554,3.71025,8.9925,8.35811,8.9925,3198.84,1.49085,721.977,0.2257,0.15139,0,0,0,1,2,2,530.53,1658.51,1112.46,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.025974026,0.194805195,0.220779221,0.233766234,0.155844156,0.168831169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
307,5.26634,3.5849,5.26143,3.5849,1.23412,3.31738,5.26143,5.19939,5.01317,703.398,1.69169,54.6541,0.0777,0.0459305,0,0,0,1,2,2,139.132,1978,1169.25,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.533333333,0,0.133333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,8.6934,6.99485,8.40416,6.99485,4.53443,2.84641,8.40416,8.6934,8.62255,1694.58,1.41305,399.752,0.2359,0.166944,0,0,0,1,3,3,328.556,1938.86,1372.11,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.060606061,0.272727273,0.181818182,0.151515152,0.181818182,0.151515152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
309,10.79214,8.51692,10.77848,8.02178,8.51692,1.28067,10.25104,10.77848,8.99593,3585.76,1.33558,1384.1,0.386,0.289014,0,0,0,1,2,2,599.295,1671.32,1251.39,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.030612245,0.12244898,0.173469388,0.357142857,0.306122449,0,0.010204082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
310,9.89953,6.33873,9.78593,6.33873,3.25421,2.3212,9.78593,9.65207,9.60153,3076.19,1.55681,608.471,0.1978,0.127055,0,0,0,1,2,2,452.51,1471,944.884,0,0,0,8,14,6,9.866666667,3.763072453,1.52,2.1,0.58,1.678666667,0.334685353,80,101,21,95,12.19265001,10,17.36,7.36,15.31866667,4.17427667,0.02658,235,234.97342,61.35105333,127.5581437,90.2,3173,3082.8,1067,1963.904425,54.8,1687,1632.2,498.396,939.0837544,35.4,1858.53,1823.13,568.604,1079.169416,0.012987013,0.168831169,0.324675325,0.246753247,0.142857143,0.064935065,0.038961039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
311,11.54646,10.16544,11.4199,10.16544,1.77668,1.49837,11.4199,11.38779,10.29206,4489.17,1.6002,1147.88,0.2557,0.159792,0,0,0,1,1,1,579.611,1291.13,806.857,0,0,0,8,14,6,9.861111111,3.749716192,1.52,2.1,0.58,1.677222222,0.331917219,80,101,21,94.97222222,12.24131714,10,17.36,7.36,15.30722222,4.194939824,0.02658,235,234.97342,61.82327556,128.4404939,90.2,3173,3082.8,1064.883333,1958.415043,54.8,1687,1632.2,494.2097222,931.1312459,35.4,1858.53,1823.13,570.6736111,1082.670983,0.008264463,0.140495868,0.26446281,0.314049587,0.165289256,0.082644628,0.024793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
312,8.45028,6.12536,8.45028,6.12536,1.89617,2.96226,8.45028,8.45028,8.45028,1956.31,1.25749,390.088,0.1994,0.15857,0,0,0,1,2,2,388.509,1985.93,1579.28,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.0625,0.25,0.25,0.09375,0.28125,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,8.65214,7.26769,8.62346,7.26769,2.15192,7.1962,8.62346,7.67726,8.62346,2823.37,1.27927,1015.85,0.3598,0.281254,0,0,0,1,2,2,490.62,1737.71,1358.36,0,0,0,4,14,10,9.861111111,4.268239958,1.52,2.1,0.58,1.705416667,0.401520037,77,101,24,95.55555556,11.51768298,4.85,17.36,12.51,15.49319444,4.11116793,0.02658,190,189.97342,50.57327556,106.3921144,90.2,3173,3082.8,1111.813889,2147.125404,54.8,1687,1632.2,597.1027778,1139.290914,35.4,1486,1450.6,514.7111111,1008.118559,0,0.238095238,0.301587302,0.142857143,0.301587302,0.015873016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
314,7.86106,6.78579,7.86106,6.78579,6.329,1.90486,7.86106,7.86106,7.60524,1406.51,1.41872,413.514,0.294,0.20723,0,0,0,1,2,2,247.995,1763.19,1242.81,0,0,0,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10,17.36,7.36,15.25,4.302983461,0.02658,235,234.97342,64.18438667,132.9250288,90.2,3173,3082.8,1054.3,1934.463424,54.8,1687,1632.2,473.2783333,891.7012048,35.4,1858.53,1823.13,581.0216667,1101.790261,0,0.257142857,0.171428571,0.2,0.085714286,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
315,9.54037,7.16816,9.04259,7.16816,6.75392,1.35862,9.04259,9.22133,9.54037,3409.05,1.39727,921.808,0.2704,0.19352,0,0,0,1,2,2,608.042,1783.61,1276.49,0,0,0,4,14,10,9.848958333,4.187625864,1.52,2.1,0.58,1.7003125,0.393360756,77,101,24,95.58854167,11.54793498,4.85,17.36,12.51,15.51364583,4.065515627,0.02658,235,234.97342,50.9814001,109.0738642,90.2,3173,3082.8,1091.301042,2121.116537,54.8,1687,1632.2,577.2688021,1114.350261,35.4,1858.53,1823.13,514.0322396,1016.515712,0,0.147727273,0.284090909,0.238636364,0.272727273,0.056818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
316,5.79438,4.49046,5.77145,4.49046,2.1297,1.71644,5.77145,5.77145,4.58875,784.026,1.52707,93.2991,0.119,0.077927,0,0,0,1,1,1,151.918,1937.66,1268.88,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.25,0.1,0.15,0.1,0,0.2,0.15,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
317,12.72698,11.07261,12.72698,11.07261,1.71964,2.19108,12.72698,12.60233,12.72698,6214.4,1.52831,1661.73,0.2674,0.174965,0,0,0,1,1,1,738.059,1187.66,777.106,5.68075,9.14127,5.9813,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.005586592,0.173184358,0.217877095,0.279329609,0.173184358,0.122905028,0.027932961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
318,5.29774,3.87676,5.2889,3.87676,2.16745,2.16745,5.2889,5.29774,5.08389,630.564,1.57354,46.1573,0.0732,0.0465193,0,0,0,1,1,1,96.3543,1528.07,971.1,0.0408346,0.647588,0.411548,8,14,6,9.979166667,4.143420289,1.52,2.1,0.58,1.707916667,0.396573081,80,101,21,95.5625,11.41618246,10,17.36,7.36,15.55041667,3.807547832,0.02658,235,234.97342,51.78855333,109.6455739,90.2,3173,3082.8,1109.8625,2133.478368,54.8,1687,1632.2,583.168125,1115.689364,35.4,1858.53,1823.13,526.694375,1030.133624,0.125,0.125,0.0625,0.125,0,0.25,0.0625,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
319,7.94072,6.48661,7.91681,6.48661,2.56163,2.4517,7.91681,6.80139,7.71079,1601.29,1.25436,392.797,0.2453,0.195557,0,0,0,1,1,1,322,2010.88,1603.11,0,0,0,8,14,6,9.9,3.852777103,1.52,2.1,0.58,1.687333333,0.351659286,80,101,21,95.16666667,11.92216461,10,17.36,7.36,15.38733333,4.056136516,0.02658,235,234.97342,58.51772,122.3206899,90.2,3173,3082.8,1079.7,2002.003291,54.8,1687,1632.2,523.5136667,987.7282913,35.4,1858.53,1823.13,556.1863333,1060.325423,0,0.208333333,0.166666667,0.333333333,0.125,0.125,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
320,5.46794,4.57266,5.46794,4.57266,3.31108,1.39587,5.46794,5.46794,5.4042,591.935,1.68552,67.303,0.1137,0.067457,0,0,0,1,2,2,115.887,1957.76,1161.52,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.266666667,0.4,0.133333333,0,0.066666667,0,0.066666667,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
321,8.01762,6.73382,8.01762,6.73382,1.49571,1.43581,8.01762,7.73412,8.01762,1958.61,1.64033,360.776,0.1842,0.112295,0,0,0,1,1,1,324.147,1654.98,1008.93,0,0,0,8,14,6,9.861111111,3.749716192,1.52,2.1,0.58,1.677222222,0.331917219,80,101,21,94.97222222,12.24131714,10,17.36,7.36,15.30722222,4.194939824,0.02658,235,234.97342,61.82327556,128.4404939,90.2,3173,3082.8,1064.883333,1958.415043,54.8,1687,1632.2,494.2097222,931.1312459,35.4,1858.53,1823.13,570.6736111,1082.670983,0,0.133333333,0.355555556,0.355555556,0.155555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
322,7.18698,5.55111,7.14577,5.55111,5.26864,1.21888,7.14577,7.18698,6.50432,993.601,1.19759,247.307,0.2489,0.207834,0,0,0,1,2,2,247.048,2486.39,2076.16,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.3125,0.625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,4.30918,2.6536,4.30918,2.6536,2.6536,2.6536,4.30918,4.30918,4.30918,671.465,1.78306,0,0,0,19.0024,0.0283,0.0158716,0,0,0,0,0,0,88.4467,1317.22,738.741,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.193548387,0,0.290322581,0,0.419354839,0,0.096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
324,5.70921,3.87674,5.70921,1.91812,3.87674,3.87674,4.22319,5.70921,5.60456,941.749,1.69509,59.8953,0.0636,0.0375201,0,0,0,1,1,1,135.821,1442.22,850.825,0,0,0,8,14,6,9.875,3.783937343,1.52,2.1,0.58,1.680833333,0.338864826,80,101,21,95.04166667,12.12161567,10,17.36,7.36,15.33583333,4.143828,0.02658,235,234.97342,60.64272,126.2412155,90.2,3173,3082.8,1070.175,1972.588904,54.8,1687,1632.2,504.6754167,951.0799633,35.4,1858.53,1823.13,565.4995833,1074.112826,0,0.189189189,0.108108108,0.27027027,0.162162162,0.081081081,0.054054054,0,0,0.135135135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
325,10.97533,4.94773,10.85313,4.94773,4.59355,4.02093,10.85313,10.97533,10.54874,2385.56,1.32835,663.424,0.2781,0.209357,5.72535,0.0024,0.00180675,1,3,3,437.437,1833.69,1380.42,31.0371,130.104,97.9439,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.4,0.16,0.38,0,0,0,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
326,3.89003,2.72371,3.89003,2.72371,2.3274,2.42522,3.89003,3.88302,3.87981,454.814,1.74114,0,0,0,7.0951,0.0156,0.00895964,0,0,0,0,0,0,30.3866,668.11,383.72,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.142857143,0.214285714,0.071428571,0.5,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
327,7.43236,6.22304,7.42646,6.22304,2.42764,2.9865,7.42646,7.00283,7.43236,997.309,1.59147,149.397,0.1498,0.0941271,0,0,0,1,2,2,166.618,1670.68,1049.77,0.00569784,0.0571322,0.0358991,8,14,6,9.833333333,3.689323937,1.52,2.1,0.58,1.67,0.31822424,80,101,21,94.83333333,12.50111106,10,17.36,7.36,15.25,4.302983461,0.02658,235,234.97342,64.18438667,132.9250288,90.2,3173,3082.8,1054.3,1934.463424,54.8,1687,1632.2,473.2783333,891.7012048,35.4,1858.53,1823.13,581.0216667,1101.790261,0.095238095,0.047619048,0.523809524,0.047619048,0.047619048,0.142857143,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
328,6.78093,4.9879,6.78093,4.9879,1.70204,1.50808,6.78093,6.74239,6.5356,1043.16,1.5303,112.557,0.1079,0.070509,0,0,0,1,1,1,165.784,1589.24,1038.52,0,0,0,8,14,6,9.854166667,3.733630941,1.52,2.1,0.58,1.675416667,0.328474207,80,101,21,94.9375,12.30365799,10,17.36,7.36,15.29291667,4.221194679,0.02658,235,234.97342,62.41355333,129.5493208,90.2,3173,3082.8,1062.2375,1951.885606,54.8,1687,1632.2,488.976875,921.2315278,35.4,1858.53,1823.13,573.260625,1087.196693,0,0.2,0.28,0.28,0.08,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
329,8.84527,6.46414,8.81954,6.3081,6.46414,1.66596,8.66729,8.81954,7.49041,1611.46,0.983796,563.367,0.3496,0.355358,0,0,0,1,2,2,367.452,2280.24,2317.8,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.5,0.277777778,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
330,8.08272,6.71855,7.97663,6.71855,3.47854,1.69962,7.97663,7.94721,7.60914,2213.74,1.44222,477.283,0.2156,0.149492,0,0,0,1,2,2,377.74,1706.34,1183.14,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.063829787,0.106382979,0.404255319,0.127659574,0.234042553,0,0.063829787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
331,6.41342,5.55184,6.41342,5.55184,1.88027,1.67316,6.41342,6.08406,6.41342,1562.47,1.57217,220.621,0.1412,0.0898123,0,0,0,1,1,1,280.807,1797.2,1143.13,0.34282,2.19409,1.39558,8,14,6,9.9,3.852777103,1.52,2.1,0.58,1.687333333,0.351659286,80,101,21,95.16666667,11.92216461,10,17.36,7.36,15.38733333,4.056136516,0.02658,235,234.97342,58.51772,122.3206899,90.2,3173,3082.8,1079.7,2002.003291,54.8,1687,1632.2,523.5136667,987.7282913,35.4,1858.53,1823.13,556.1863333,1060.325423,0.032258065,0.161290323,0.290322581,0.258064516,0.225806452,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
332,6.10961,4.39488,6.10961,4.39488,2.62526,3.48476,6.10961,6.10961,5.89059,1486.6,1.61074,173.932,0.117,0.0726374,0,0,0,1,2,2,256.852,1727.78,1072.67,0.413094,2.77878,1.72516,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.216216216,0.27027027,0.189189189,0.297297297,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
333,8.55959,5.37296,8.2263,5.37296,3.49785,2.16631,8.2263,8.46431,7.49115,3102.53,1.52692,542.012,0.1747,0.114414,0,0,0,1,2,2,491.786,1585.11,1038.11,5.68835,18.3345,12.0076,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.234567901,0.197530864,0.271604938,0.111111111,0.135802469,0.024691358,0,0.024691358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,8.43194,7.48485,8.30087,7.48485,1.37548,1.41499,8.30087,8.42189,8.39583,2814.93,1.70131,483.604,0.1718,0.100981,0,0,0,1,1,1,364.224,1293.9,760.536,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.115789474,0.2,0.557894737,0.105263158,0.021052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
335,10.33271,8.35066,10.33271,6.99938,8.35066,1.55675,10.23338,10.33271,10.33271,3755.64,1.27419,1334,0.3552,0.278766,0,0,0,1,2,2,632.032,1682.89,1320.76,0,0,0,8,14,6,9.979166667,4.242640687,1.52,2.1,0.58,1.711319444,0.410121933,85,101,16,95.72222222,11.3137085,12.06,17.36,5.3,15.61173611,3.74766594,0.02658,150,149.97342,49.49697896,106.0472223,90.2,3173,3082.8,1107.095833,2179.868785,54.8,1687,1632.2,593.1993056,1154.139688,35.4,1486,1450.6,513.8965278,1025.729097,0.045977011,0.114942529,0.229885057,0.310344828,0.229885057,0.068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
336,6.63151,4.06958,6.62395,4.06958,3.5415,3.23551,6.62395,6.63151,5.95595,797.158,1.48811,130.973,0.1643,0.110408,0,0,0,1,3,3,168.197,2109.95,1417.87,0,0,0,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0,0.45,0,0.1,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
337,6.62411,4.65985,6.62411,4.65985,2.90534,1.30936,6.62411,6.60605,6.62411,1021.81,1.75756,95.2327,0.0932,0.0530281,0.204362,0.0002,0.000113794,1,2,2,140.895,1378.88,784.542,3.14711,30.7994,17.5239,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.028571429,0.114285714,0.171428571,0.171428571,0.142857143,0.171428571,0.028571429,0,0,0.171428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
338,7.60537,6.70539,7.58246,6.70539,3.15834,1.47293,7.58246,7.60537,7.00175,1790.39,1.67179,257.817,0.144,0.0861354,0,0,0,1,2,2,281.209,1570.65,939.506,0.228863,1.27829,0.764623,8,14,6,10,4.242640687,1.52,2.1,0.58,1.713333333,0.410121933,85,101,16,95.66666667,11.3137085,12.06,17.36,5.3,15.59333333,3.74766594,0.02658,150,149.97342,50.01772,106.0472223,90.2,3173,3082.8,1117.8,2179.868785,54.8,1687,1632.2,598.8666667,1154.139688,35.4,1486,1450.6,518.9333333,1025.729097,0.043478261,0.152173913,0.326086957,0.152173913,0.239130435,0.065217391,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
